x,y
331.06,-8.91
303.73,-8.91
294.36,-8.91
284.98,-8.91
275.61,-8.91
266.23,-8.91
256.86,-8.91
247.48,-8.91
238.11,-8.91
228.73,-8.91
164.41,-8.91
155.03,-8.91
145.66,-8.91
136.28,-8.91
126.91,-8.91
117.53,-8.91
89.41,-8.91
80.03,-8.91
70.66,-8.91
61.28,-8.91
34.17,-8.91
24.79,-8.91
15.42,-8.91
6.04,-8.91
-3.33,-8.91
-12.71,-8.91
-22.08,-8.91
-31.46,-8.91
-152.22,-8.91
-161.6,-8.91
-170.97,-8.91
-180.35,-8.91
-189.72,-8.91
-199.1,-8.91
-227.22,-8.91
-236.6,-8.91
-245.97,-8.91
-272.84,-8.91
-282.22,-8.91
-291.59,-8.91
-300.97,-8.91
-310.34,-8.91
-319.72,-8.91
-329.09,-8.91
-338.47,-8.91
-347.84,-8.91
-357.22,-8.91
-366.59,-8.91
-375.97,-8.91
-385.34,-8.91
-394.72,-8.91
-404.09,-8.91
-413.47,-8.91
536.65,-18.29
527.27,-18.29
517.9,-18.29
508.52,-18.29
499.15,-18.29
489.77,-18.29
443.41,-18.29
434.04,-18.29
424.66,-18.29
415.29,-18.29
406.06,-18.29
396.68,-18.29
387.31,-18.29
377.93,-18.29
368.56,-18.29
359.18,-18.29
349.81,-18.29
340.43,-18.29
331.06,-18.29
303.73,-18.29
294.36,-18.29
284.98,-18.29
275.61,-18.29
266.23,-18.29
256.86,-18.29
247.48,-18.29
238.11,-18.29
228.73,-18.29
164.41,-18.29
155.03,-18.29
145.66,-18.29
136.28,-18.29
126.91,-18.29
117.53,-18.29
80.03,-18.29
70.66,-18.29
61.28,-18.29
34.17,-18.29
24.79,-18.29
15.42,-18.29
6.04,-18.29
-3.33,-18.29
-12.71,-18.29
-22.08,-18.29
-31.46,-18.29
-152.22,-18.29
-161.6,-18.29
-170.97,-18.29
-180.35,-18.29
-189.72,-18.29
-199.1,-18.29
-227.22,-18.29
-236.6,-18.29
-245.97,-18.29
-272.84,-18.29
-282.22,-18.29
-291.59,-18.29
-300.97,-18.29
-310.34,-18.29
-319.72,-18.29
-329.09,-18.29
-338.47,-18.29
-347.84,-18.29
-357.22,-18.29
-366.59,-18.29
-375.97,-18.29
-385.34,-18.29
-394.72,-18.29
-404.09,-18.29
-413.47,-18.29
536.65,-27.66
527.27,-27.66
517.9,-27.66
508.52,-27.66
499.15,-27.66
489.77,-27.66
443.41,-27.66
434.04,-27.66
424.66,-27.66
415.29,-27.66
406.06,-27.66
396.68,-27.66
387.31,-27.66
377.93,-27.66
368.56,-27.66
359.18,-27.66
349.81,-27.66
340.43,-27.66
331.06,-27.66
303.73,-27.66
294.36,-27.66
284.98,-27.66
275.61,-27.66
266.23,-27.66
256.86,-27.66
247.48,-27.66
238.11,-27.66
228.73,-27.66
164.41,-27.66
155.03,-27.66
145.66,-27.66
136.28,-27.66
126.91,-27.66
117.53,-27.66
70.66,-27.66
61.28,-27.66
34.17,-27.66
24.79,-27.66
15.42,-27.66
6.04,-27.66
-3.33,-27.66
-12.71,-27.66
-22.08,-27.66
-31.46,-27.66
-152.22,-27.66
-161.6,-27.66
-170.97,-27.66
-180.35,-27.66
-189.72,-27.66
-199.1,-27.66
-208.47,-27.66
-217.85,-27.66
-227.22,-27.66
-236.6,-27.66
-245.97,-27.66
-272.84,-27.66
-282.22,-27.66
-291.59,-27.66
-300.97,-27.66
-310.34,-27.66
-319.72,-27.66
-329.09,-27.66
-338.47,-27.66
-347.84,-27.66
-357.22,-27.66
-366.59,-27.66
-375.97,-27.66
-385.34,-27.66
-394.72,-27.66
-404.09,-27.66
-413.47,-27.66
-422.84,-27.66
-432.22,-27.66
-441.59,-27.66
-450.97,-27.66
-460.34,-27.66
-469.72,-27.66
-498.21,-27.66
-507.59,-27.66
-516.96,-27.66
-526.34,-27.66
-535.71,-27.66
536.65,-37.04
527.27,-37.04
517.9,-37.04
508.52,-37.04
499.15,-37.04
489.77,-37.04
443.41,-37.04
434.04,-37.04
424.66,-37.04
415.29,-37.04
406.06,-37.04
396.68,-37.04
387.31,-37.04
377.93,-37.04
368.56,-37.04
359.18,-37.04
349.81,-37.04
340.43,-37.04
331.06,-37.04
303.73,-37.04
294.36,-37.04
284.98,-37.04
275.61,-37.04
266.23,-37.04
256.86,-37.04
247.48,-37.04
238.11,-37.04
228.73,-37.04
164.41,-37.04
155.03,-37.04
145.66,-37.04
136.28,-37.04
126.91,-37.04
117.53,-37.04
70.66,-37.04
61.28,-37.04
34.17,-37.04
24.79,-37.04
15.42,-37.04
6.04,-37.04
-3.33,-37.04
-12.71,-37.04
-22.08,-37.04
-31.46,-37.04
-161.6,-37.04
-170.97,-37.04
-180.35,-37.04
-189.72,-37.04
-199.1,-37.04
-208.47,-37.04
-217.85,-37.04
-227.22,-37.04
-236.6,-37.04
-245.97,-37.04
-272.84,-37.04
-282.22,-37.04
-291.59,-37.04
-300.97,-37.04
-310.34,-37.04
-319.72,-37.04
-329.09,-37.04
-338.47,-37.04
-366.59,-37.04
-375.97,-37.04
-385.34,-37.04
-394.72,-37.04
-404.09,-37.04
-413.47,-37.04
-422.84,-37.04
-432.22,-37.04
-441.59,-37.04
-450.97,-37.04
-460.34,-37.04
-469.72,-37.04
-498.21,-37.04
-507.59,-37.04
-516.96,-37.04
-526.34,-37.04
-535.71,-37.04
536.65,-46.41
527.27,-46.41
517.9,-46.41
508.52,-46.41
499.15,-46.41
489.77,-46.41
443.41,-46.41
434.04,-46.41
424.66,-46.41
415.29,-46.41
406.06,-46.41
396.68,-46.41
387.31,-46.41
377.93,-46.41
368.56,-46.41
359.18,-46.41
349.81,-46.41
340.43,-46.41
331.06,-46.41
303.73,-46.41
294.36,-46.41
284.98,-46.41
275.61,-46.41
266.23,-46.41
256.86,-46.41
247.48,-46.41
238.11,-46.41
228.73,-46.41
164.41,-46.41
155.03,-46.41
145.66,-46.41
136.28,-46.41
126.91,-46.41
117.53,-46.41
70.66,-46.41
61.28,-46.41
34.17,-46.41
24.79,-46.41
15.42,-46.41
6.04,-46.41
-3.33,-46.41
-12.71,-46.41
-22.08,-46.41
-31.46,-46.41
-152.22,-46.41
-161.6,-46.41
-170.97,-46.41
-180.35,-46.41
-189.72,-46.41
-199.1,-46.41
-208.47,-46.41
-217.85,-46.41
-227.22,-46.41
-236.6,-46.41
-245.97,-46.41
-272.84,-46.41
-282.22,-46.41
-291.59,-46.41
-300.97,-46.41
-310.34,-46.41
-319.72,-46.41
-329.09,-46.41
-338.47,-46.41
-375.97,-46.41
-385.34,-46.41
-394.72,-46.41
-404.09,-46.41
-413.47,-46.41
-422.84,-46.41
-432.22,-46.41
-441.59,-46.41
-450.97,-46.41
-460.34,-46.41
-469.72,-46.41
-498.21,-46.41
-507.59,-46.41
-516.96,-46.41
-526.34,-46.41
-535.71,-46.41
536.65,-55.79
527.27,-55.79
517.9,-55.79
508.52,-55.79
499.15,-55.79
489.77,-55.79
443.41,-55.79
434.04,-55.79
424.66,-55.79
415.29,-55.79
406.06,-55.79
396.68,-55.79
387.31,-55.79
377.93,-55.79
368.56,-55.79
359.18,-55.79
349.81,-55.79
340.43,-55.79
331.06,-55.79
303.73,-55.79
294.36,-55.79
284.98,-55.79
275.61,-55.79
266.23,-55.79
256.86,-55.79
247.48,-55.79
238.11,-55.79
228.73,-55.79
164.41,-55.79
155.03,-55.79
145.66,-55.79
136.28,-55.79
126.91,-55.79
117.53,-55.79
70.66,-55.79
61.28,-55.79
34.17,-55.79
24.79,-55.79
15.42,-55.79
6.04,-55.79
-3.33,-55.79
-12.71,-55.79
-22.08,-55.79
-31.46,-55.79
-152.22,-55.79
-161.6,-55.79
-170.97,-55.79
-180.35,-55.79
-189.72,-55.79
-199.1,-55.79
-208.47,-55.79
-217.85,-55.79
-227.22,-55.79
-236.6,-55.79
-245.97,-55.79
-272.84,-55.79
-282.22,-55.79
-291.59,-55.79
-300.97,-55.79
-310.34,-55.79
-319.72,-55.79
-329.09,-55.79
-338.47,-55.79
-375.97,-55.79
-385.34,-55.79
-394.72,-55.79
-404.09,-55.79
-413.47,-55.79
-422.84,-55.79
-432.22,-55.79
-441.59,-55.79
-450.97,-55.79
-460.34,-55.79
-469.72,-55.79
-498.21,-55.79
-507.59,-55.79
-516.96,-55.79
-526.34,-55.79
-535.71,-55.79
536.65,-65.16
527.27,-65.16
517.9,-65.16
508.52,-65.16
499.15,-65.16
489.77,-65.16
443.41,-65.16
434.04,-65.16
424.66,-65.16
415.29,-65.16
406.06,-65.16
396.68,-65.16
387.31,-65.16
377.93,-65.16
368.56,-65.16
359.18,-65.16
349.81,-65.16
340.43,-65.16
331.06,-65.16
303.73,-65.16
294.36,-65.16
284.98,-65.16
275.61,-65.16
266.23,-65.16
256.86,-65.16
247.48,-65.16
238.11,-65.16
228.73,-65.16
164.41,-65.16
155.03,-65.16
145.66,-65.16
136.28,-65.16
126.91,-65.16
117.53,-65.16
108.16,-65.16
98.78,-65.16
89.41,-65.16
80.03,-65.16
70.66,-65.16
61.28,-65.16
34.17,-65.16
24.79,-65.16
15.42,-65.16
6.04,-65.16
-3.33,-65.16
-12.71,-65.16
-22.08,-65.16
-31.46,-65.16
-152.22,-65.16
-161.6,-65.16
-170.97,-65.16
-180.35,-65.16
-189.72,-65.16
-199.1,-65.16
-208.47,-65.16
-217.85,-65.16
-227.22,-65.16
-236.6,-65.16
-245.97,-65.16
-272.84,-65.16
-282.22,-65.16
-291.59,-65.16
-300.97,-65.16
-310.34,-65.16
-319.72,-65.16
-329.09,-65.16
-338.47,-65.16
-385.34,-65.16
-394.72,-65.16
-404.09,-65.16
-413.47,-65.16
-422.84,-65.16
-432.22,-65.16
-441.59,-65.16
-450.97,-65.16
-460.34,-65.16
-469.72,-65.16
-498.21,-65.16
-507.59,-65.16
-516.96,-65.16
-526.34,-65.16
-535.71,-65.16
536.65,-74.54
527.27,-74.54
517.9,-74.54
508.52,-74.54
499.15,-74.54
489.77,-74.54
443.41,-74.54
434.04,-74.54
424.66,-74.54
415.29,-74.54
406.06,-74.54
396.68,-74.54
387.31,-74.54
377.93,-74.54
368.56,-74.54
359.18,-74.54
349.81,-74.54
340.43,-74.54
331.06,-74.54
303.73,-74.54
294.36,-74.54
284.98,-74.54
275.61,-74.54
266.23,-74.54
256.86,-74.54
247.48,-74.54
238.11,-74.54
228.73,-74.54
164.41,-74.54
155.03,-74.54
145.66,-74.54
136.28,-74.54
126.91,-74.54
117.53,-74.54
108.16,-74.54
98.78,-74.54
89.41,-74.54
80.03,-74.54
70.66,-74.54
61.28,-74.54
34.17,-74.54
24.79,-74.54
15.42,-74.54
6.04,-74.54
-3.33,-74.54
-12.71,-74.54
-22.08,-74.54
-31.46,-74.54
-152.22,-74.54
-161.6,-74.54
-170.97,-74.54
-180.35,-74.54
-189.72,-74.54
-199.1,-74.54
-208.47,-74.54
-217.85,-74.54
-227.22,-74.54
-236.6,-74.54
-245.97,-74.54
-272.84,-74.54
-282.22,-74.54
-291.59,-74.54
-300.97,-74.54
-310.34,-74.54
-319.72,-74.54
-329.09,-74.54
-338.47,-74.54
-385.34,-74.54
-394.72,-74.54
-404.09,-74.54
-413.47,-74.54
-422.84,-74.54
-432.22,-74.54
-441.59,-74.54
-450.97,-74.54
-460.34,-74.54
-469.72,-74.54
-498.21,-74.54
-507.59,-74.54
-516.96,-74.54
-526.34,-74.54
-535.71,-74.54
536.65,-83.91
527.27,-83.91
517.9,-83.91
508.52,-83.91
499.15,-83.91
489.77,-83.91
443.41,-83.91
434.04,-83.91
424.66,-83.91
415.29,-83.91
406.06,-83.91
396.68,-83.91
387.31,-83.91
377.93,-83.91
368.56,-83.91
359.18,-83.91
349.81,-83.91
340.43,-83.91
331.06,-83.91
303.73,-83.91
294.36,-83.91
284.98,-83.91
275.61,-83.91
266.23,-83.91
256.86,-83.91
247.48,-83.91
238.11,-83.91
228.73,-83.91
164.41,-83.91
155.03,-83.91
145.66,-83.91
136.28,-83.91
126.91,-83.91
117.53,-83.91
108.16,-83.91
98.78,-83.91
89.41,-83.91
80.03,-83.91
70.66,-83.91
61.28,-83.91
34.17,-83.91
24.79,-83.91
15.42,-83.91
6.04,-83.91
-3.33,-83.91
-12.71,-83.91
-22.08,-83.91
-31.46,-83.91
-152.22,-83.91
-161.6,-83.91
-170.97,-83.91
-180.35,-83.91
-189.72,-83.91
-199.1,-83.91
-208.47,-83.91
-217.85,-83.91
-227.22,-83.91
-236.6,-83.91
-245.97,-83.91
-272.84,-83.91
-282.22,-83.91
-291.59,-83.91
-300.97,-83.91
-310.34,-83.91
-319.72,-83.91
-329.09,-83.91
-338.47,-83.91
-385.34,-83.91
-394.72,-83.91
-404.09,-83.91
-413.47,-83.91
-422.84,-83.91
-432.22,-83.91
-441.59,-83.91
-450.97,-83.91
-460.34,-83.91
-469.72,-83.91
-498.21,-83.91
-507.59,-83.91
-516.96,-83.91
-526.34,-83.91
-535.71,-83.91
536.65,-93.29
527.27,-93.29
517.9,-93.29
508.52,-93.29
499.15,-93.29
489.77,-93.29
443.41,-93.29
434.04,-93.29
424.66,-93.29
415.29,-93.29
406.06,-93.29
396.68,-93.29
387.31,-93.29
377.93,-93.29
368.56,-93.29
359.18,-93.29
349.81,-93.29
340.43,-93.29
331.06,-93.29
303.73,-93.29
294.36,-93.29
284.98,-93.29
275.61,-93.29
266.23,-93.29
256.86,-93.29
247.48,-93.29
238.11,-93.29
228.73,-93.29
164.41,-93.29
155.03,-93.29
145.66,-93.29
136.28,-93.29
126.91,-93.29
117.53,-93.29
108.16,-93.29
98.78,-93.29
89.41,-93.29
80.03,-93.29
70.66,-93.29
61.28,-93.29
34.17,-93.29
24.79,-93.29
15.42,-93.29
6.04,-93.29
-3.33,-93.29
-12.71,-93.29
-22.08,-93.29
-31.46,-93.29
-152.22,-93.29
-161.6,-93.29
-170.97,-93.29
-180.35,-93.29
-189.72,-93.29
-199.1,-93.29
-208.47,-93.29
-217.85,-93.29
-227.22,-93.29
-236.6,-93.29
-245.97,-93.29
-272.84,-93.29
-282.22,-93.29
-291.59,-93.29
-300.97,-93.29
-310.34,-93.29
-319.72,-93.29
-329.09,-93.29
-338.47,-93.29
-347.84,-93.29
-357.22,-93.29
-366.59,-93.29
-375.97,-93.29
-385.34,-93.29
-394.72,-93.29
-404.09,-93.29
-413.47,-93.29
-422.84,-93.29
-432.22,-93.29
-441.59,-93.29
-450.97,-93.29
-460.34,-93.29
-469.72,-93.29
-498.21,-93.29
-526.34,-93.29
-535.71,-93.29
536.65,-102.66
527.27,-102.66
517.9,-102.66
508.52,-102.66
499.15,-102.66
489.77,-102.66
443.41,-102.66
434.04,-102.66
424.66,-102.66
415.29,-102.66
406.06,-102.66
396.68,-102.66
387.31,-102.66
377.93,-102.66
368.56,-102.66
359.18,-102.66
349.81,-102.66
340.43,-102.66
331.06,-102.66
303.73,-102.66
294.36,-102.66
284.98,-102.66
275.61,-102.66
266.23,-102.66
256.86,-102.66
247.48,-102.66
238.11,-102.66
228.73,-102.66
164.41,-102.66
155.03,-102.66
145.66,-102.66
136.28,-102.66
126.91,-102.66
117.53,-102.66
108.16,-102.66
98.78,-102.66
89.41,-102.66
80.03,-102.66
70.66,-102.66
61.28,-102.66
34.17,-102.66
24.79,-102.66
15.42,-102.66
6.04,-102.66
-3.33,-102.66
-12.71,-102.66
-22.08,-102.66
-31.46,-102.66
-152.22,-102.66
-161.6,-102.66
-170.97,-102.66
-180.35,-102.66
-189.72,-102.66
-199.1,-102.66
-208.47,-102.66
-217.85,-102.66
-227.22,-102.66
-236.6,-102.66
-245.97,-102.66
-272.84,-102.66
-282.22,-102.66
-291.59,-102.66
-300.97,-102.66
-310.34,-102.66
-319.72,-102.66
-329.09,-102.66
-338.47,-102.66
-347.84,-102.66
-357.22,-102.66
-366.59,-102.66
-375.97,-102.66
-385.34,-102.66
-394.72,-102.66
-404.09,-102.66
-413.47,-102.66
-422.84,-102.66
-432.22,-102.66
-441.59,-102.66
-450.97,-102.66
-460.34,-102.66
-469.72,-102.66
-498.21,-102.66
-526.34,-102.66
-535.71,-102.66
536.65,-112.04
527.27,-112.04
517.9,-112.04
508.52,-112.04
499.15,-112.04
489.77,-112.04
443.41,-112.04
434.04,-112.04
424.66,-112.04
415.29,-112.04
406.06,-112.04
396.68,-112.04
387.31,-112.04
377.93,-112.04
368.56,-112.04
359.18,-112.04
349.81,-112.04
340.43,-112.04
331.06,-112.04
303.73,-112.04
294.36,-112.04
284.98,-112.04
275.61,-112.04
266.23,-112.04
256.86,-112.04
247.48,-112.04
238.11,-112.04
228.73,-112.04
164.41,-112.04
155.03,-112.04
145.66,-112.04
136.28,-112.04
126.91,-112.04
117.53,-112.04
108.16,-112.04
98.78,-112.04
89.41,-112.04
80.03,-112.04
70.66,-112.04
61.28,-112.04
34.17,-112.04
24.79,-112.04
15.42,-112.04
6.04,-112.04
-3.33,-112.04
-12.71,-112.04
-22.08,-112.04
-31.46,-112.04
-152.22,-112.04
-161.6,-112.04
-170.97,-112.04
-180.35,-112.04
-189.72,-112.04
-199.1,-112.04
-208.47,-112.04
-217.85,-112.04
-227.22,-112.04
-236.6,-112.04
-245.97,-112.04
-272.84,-112.04
-282.22,-112.04
-291.59,-112.04
-300.97,-112.04
-310.34,-112.04
-319.72,-112.04
-329.09,-112.04
-338.47,-112.04
-347.84,-112.04
-357.22,-112.04
-366.59,-112.04
-375.97,-112.04
-385.34,-112.04
-394.72,-112.04
-404.09,-112.04
-413.47,-112.04
-422.84,-112.04
-432.22,-112.04
-441.59,-112.04
-450.97,-112.04
-460.34,-112.04
-469.72,-112.04
-498.21,-112.04
-507.59,-112.04
-516.96,-112.04
-526.34,-112.04
-535.71,-112.04
536.65,-121.41
527.27,-121.41
517.9,-121.41
508.52,-121.41
499.15,-121.41
489.77,-121.41
443.41,-121.41
434.04,-121.41
424.66,-121.41
415.29,-121.41
406.06,-121.41
396.68,-121.41
387.31,-121.41
377.93,-121.41
368.56,-121.41
359.18,-121.41
349.81,-121.41
340.43,-121.41
331.06,-121.41
303.73,-121.41
294.36,-121.41
284.98,-121.41
275.61,-121.41
266.23,-121.41
256.86,-121.41
247.48,-121.41
238.11,-121.41
228.73,-121.41
164.41,-121.41
155.03,-121.41
145.66,-121.41
136.28,-121.41
126.91,-121.41
117.53,-121.41
108.16,-121.41
98.78,-121.41
89.41,-121.41
80.03,-121.41
70.66,-121.41
61.28,-121.41
34.17,-121.41
24.79,-121.41
15.42,-121.41
6.04,-121.41
-3.33,-121.41
-12.71,-121.41
-22.08,-121.41
-31.46,-121.41
-152.22,-121.41
-161.6,-121.41
-170.97,-121.41
-180.35,-121.41
-189.72,-121.41
-199.1,-121.41
-208.47,-121.41
-217.85,-121.41
-227.22,-121.41
-236.6,-121.41
-245.97,-121.41
-272.84,-121.41
-282.22,-121.41
-291.59,-121.41
-300.97,-121.41
-310.34,-121.41
-319.72,-121.41
-329.09,-121.41
-338.47,-121.41
-347.84,-121.41
-357.22,-121.41
-366.59,-121.41
-375.97,-121.41
-385.34,-121.41
-394.72,-121.41
-404.09,-121.41
-413.47,-121.41
-422.84,-121.41
-432.22,-121.41
-441.59,-121.41
-450.97,-121.41
-460.34,-121.41
-469.72,-121.41
-498.21,-121.41
-507.59,-121.41
-516.96,-121.41
-526.34,-121.41
-535.71,-121.41
536.65,-130.79
527.27,-130.79
517.9,-130.79
508.52,-130.79
499.15,-130.79
489.77,-130.79
443.41,-130.79
434.04,-130.79
424.66,-130.79
415.29,-130.79
406.06,-130.79
396.68,-130.79
387.31,-130.79
377.93,-130.79
368.56,-130.79
359.18,-130.79
349.81,-130.79
340.43,-130.79
331.06,-130.79
303.73,-130.79
294.36,-130.79
284.98,-130.79
275.61,-130.79
266.23,-130.79
256.86,-130.79
247.48,-130.79
238.11,-130.79
228.73,-130.79
164.41,-130.79
155.03,-130.79
145.66,-130.79
136.28,-130.79
126.91,-130.79
117.53,-130.79
108.16,-130.79
98.78,-130.79
89.41,-130.79
80.03,-130.79
70.66,-130.79
61.28,-130.79
34.17,-130.79
24.79,-130.79
15.42,-130.79
6.04,-130.79
-3.33,-130.79
-12.71,-130.79
-22.08,-130.79
-31.46,-130.79
-152.22,-130.79
-161.6,-130.79
-170.97,-130.79
-180.35,-130.79
-189.72,-130.79
-199.1,-130.79
-208.47,-130.79
-217.85,-130.79
-227.22,-130.79
-236.6,-130.79
-245.97,-130.79
-272.84,-130.79
-282.22,-130.79
-291.59,-130.79
-300.97,-130.79
-310.34,-130.79
-319.72,-130.79
-329.09,-130.79
-338.47,-130.79
-347.84,-130.79
-357.22,-130.79
-366.59,-130.79
-375.97,-130.79
-385.34,-130.79
-394.72,-130.79
-404.09,-130.79
-413.47,-130.79
-422.84,-130.79
-432.22,-130.79
-441.59,-130.79
-450.97,-130.79
-460.34,-130.79
-469.72,-130.79
-498.21,-130.79
-507.59,-130.79
-516.96,-130.79
-526.34,-130.79
-535.71,-130.79
536.65,-140.16
527.27,-140.16
517.9,-140.16
508.52,-140.16
499.15,-140.16
489.77,-140.16
443.41,-140.16
434.04,-140.16
424.66,-140.16
415.29,-140.16
406.06,-140.16
396.68,-140.16
387.31,-140.16
377.93,-140.16
368.56,-140.16
359.18,-140.16
349.81,-140.16
340.43,-140.16
331.06,-140.16
303.73,-140.16
294.36,-140.16
284.98,-140.16
275.61,-140.16
266.23,-140.16
256.86,-140.16
247.48,-140.16
238.11,-140.16
228.73,-140.16
164.41,-140.16
155.03,-140.16
145.66,-140.16
136.28,-140.16
126.91,-140.16
117.53,-140.16
108.16,-140.16
98.78,-140.16
89.41,-140.16
80.03,-140.16
70.66,-140.16
61.28,-140.16
34.17,-140.16
24.79,-140.16
15.42,-140.16
6.04,-140.16
-3.33,-140.16
-12.71,-140.16
-22.08,-140.16
-31.46,-140.16
-152.22,-140.16
-161.6,-140.16
-170.97,-140.16
-180.35,-140.16
-189.72,-140.16
-199.1,-140.16
-208.47,-140.16
-217.85,-140.16
-227.22,-140.16
-236.6,-140.16
-245.97,-140.16
-272.84,-140.16
-282.22,-140.16
-291.59,-140.16
-300.97,-140.16
-310.34,-140.16
-319.72,-140.16
-329.09,-140.16
-338.47,-140.16
-347.84,-140.16
-357.22,-140.16
-366.59,-140.16
-375.97,-140.16
-385.34,-140.16
-394.72,-140.16
-404.09,-140.16
-413.47,-140.16
-422.84,-140.16
-432.22,-140.16
-441.59,-140.16
-450.97,-140.16
-460.34,-140.16
-469.72,-140.16
-498.21,-140.16
-507.59,-140.16
-516.96,-140.16
-526.34,-140.16
